Year,CIK 1,CIK 2,Interlocking Board Members
2012,1103390,1484478,w dixon
2012,1382911,1484478,w dixon
2012,818479,1296391,j miclot
2012,1073431,1354217,r matricaria
2012,875320,1008848,i smith
2012,39368,47518,j giertz
2012,1107332,1138400,d watson
2012,886744,1356857,karin eastham
2012,881464,1356857,karin eastham
2012,901219,1180145,a lawlor
2012,901219,1097149,g morrow
2012,859737,875045,n leaming
2012,875045,1407038,s papadopoulos
2012,875045,939767,g scangos
2012,810509,875045,e rowinsky
2012,810509,1429260,e rowinsky
2012,875045,1429260,e rowinsky
2012,1023024,1034842,s sherwin
2012,875045,1034842,s sherwin
2012,875045,914475,s sherwin
2012,1100397,1159036,j patton
2012,875320,906709,d winger
2012,875320,1138723,d winger
2012,906709,1138723,d winger
2012,855654,1110803,e rnst
2012,855654,882104,e rnst
2012,880771,1082038,j saxe
2012,917520,1274644,a vanlent
2012,721371,920148,d p king
2012,1006028,1076481,p maier
2012,886163,1459450,j aryeh
2012,1088856,1446847,joseph cook
2012,1108205,1385830,r martell
2012,819050,914475,g lyons
2012,1107332,1133869,p granadillo
2012,313143,890465,p granadillo
2012,313143,1133869,p granadillo
2012,890465,1133869,p granadillo
2012,831547,1444307,a maida
2012,855654,1140098,gregory perry
2012,78003,872589,michael s brown;;marc tessier-lavigne
2012,1034842,1385830,b goodwin
2012,883975,1178879,m mcglynn
2012,875320,1178879,m mcglynn
2012,353569,1037760,t brown
2012,835887,872589,c baker
2012,949858,1138723,j goldstein
2012,872589,1138723,j goldstein
2012,911216,934473,z horovitz
2012,882796,934473,z horovitz
2012,919722,1279704,j manuso
2012,849636,919722,c casamento
2012,849636,881524,c casamento
2012,97745,1274792,m porter
2012,97745,859737,e ullian
2012,1382911,1492426,l bock
2012,1375151,1492426,l bock
2012,718937,881524,m logan
2012,1157601,1438533,robert wilson
2012,874015,1466301,john reed
2012,881464,1090872,p clark
2012,1037649,1289340,w mills
2012,69499,350907,n dimick
2012,831547,1016169,r shrotriya
2012,730272,1429260,glenn cooper
2012,80424,1110783,j moeller
2012,943819,1142596,p farrell
2012,943819,1396814,g pace
2012,1088856,1232524,p enright
2012,1088856,1529938,p enright
2012,318154,320193,r sugar
2012,897448,1059784,j anderson
2012,19411,1175151,j rubin
2012,1142576,1426800,a altig;;mark auerbach
2012,1142576,1299139,a altig
2012,911216,1208261,a dunton
2012,911216,1124105,a dunton
2012,200406,1090872,j cullen
2012,1008848,1090872,d lawrence
2012,858803,1425205,h bishop
2012,1076481,1080709,h hixson
2012,1019695,1076481,r lindsay
2012,1108205,1133416,marc rubin
2012,1107332,1316175,bogdan dziurzynski
2012,1055726,1082038,s benito
2012,1135906,1145197,sally crawford
2012,859737,1145197,sally crawford
2012,859737,1124140,sally crawford
2012,939767,1110783,g poste
2012,897448,1316175,j healy
2012,897448,1087432,j healy;;l ekman
2012,1060736,1087432,daniel welch
2012,1407038,1429260,michael rogers
2012,1062822,1333248,samuel barker
2012,1178670,1446847,m fanucci
2012,855683,1355250,h reminick
2012,1001233,1401923,h wolff
2012,771856,946840,r morris
2012,1022079,1136869,r hagemann
2012,944809,1076481,r lerner
2012,911326,1103390,b quart
2012,34956,1385830,a ditonno
2012,880771,1095981,r hawkins
2012,926617,1069530,p roddy
2012,1055726,1444307,avtar dhillon
2012,949699,1035267,e halvorson
2012,881464,1093557,j skyler
2012,1034842,1037760,h renton
2012,897448,1145197,j zakrzewski
2012,1138400,1411861,c federico
2012,1142596,1354217,a lukianov;;l howe
2012,897448,1030206,p o
2012,1029142,1061983,d gilbert
2012,1088856,1344413,joseph turner
2012,1235007,1289340,f middleton
2012,1235010,1428522,elizabeth stoner
2012,1415336,1487371,kevin c o
2012,1375151,1466301,james blair
2012,1113784,1289340,e prystowsky
2012,806888,1289340,j keegan
2012,1183765,1492426,j bird
2012,1008848,1296391,l randall
2012,1093557,1354217,e topol
2012,1051514,1424812,m cleary
2012,1130591,1232524,p berns
2012,1130591,1529938,p berns
2012,1382911,1466301,p mahaffy
2012,728385,1378624,tarvaran askelson
2012,1357459,1421204,s ogilvie
2012,1428522,1526119,a gadicke
2012,1443242,1460801,marcum bernstein
2012,806888,1316175,p thompson
2013,3116,1299139,a graves
2013,1325879,1526119,h termeer
2013,73290,1029142,f cano
2013,1208261,1533040,k brownlie
2013,816284,1082038,m casey
2013,890465,912183,m bonney
2013,907562,1070494,mary gray
2013,10456,934473,w hockmeyer
2013,9892,64803,t white
2013,9892,1022079,t ring
2013,9892,1082554,t thompson
2013,9892,1095981,t thompson
2013,1082554,1095981,t thompson
2013,9892,885590,g morfit
2013,12208,802724,l drapeau
2013,12208,1087432,l drapeau
2013,802724,1087432,l drapeau
2013,1178879,1293310,t love
2013,1158223,1293310,t love
2013,1158223,1160308,t love
2013,12208,1293310,t love
2013,12208,1160308,t love
2013,1107332,1461993,john johnson
2013,1107332,1274644,john johnson
2013,1048477,1492426,m grey
2013,718937,1048477,r meier
2013,886744,1048477,v lawlis
2013,912183,1325879,k bate
2013,912183,1048477,k bate
2013,1082554,1367644,l sullivan
2013,14272,920148,r s williams
2013,816284,885725,ernest mario
2013,816284,1130591,ernest mario
2013,816284,881524,ernest mario
2013,885725,1130591,ernest mario
2013,721371,816284,c cox
2013,816284,820096,j fouse
2013,1060736,1131324,f baker
2013,887247,1080709,t nova
2013,1020214,1061027,d swisher
2013,883975,1061027,e bjerkholt
2013,855654,946840,h pien
2013,771856,1054833,d mendelson
2013,936402,1087432,a russell
2013,784199,1091596,james benson
2013,1178670,1526119,j clarke
2013,907654,1100412,j zabriskie
2013,912183,1135906,m corrigan
2013,912183,1491576,l moulder
2013,912183,1526119,a lawton
2013,1158223,1412067,d k spiegelman
2013,1158223,1316175,d k spiegelman
2013,791908,1235010,p hutt
2013,200406,818479,m coleman
2013,818479,1296391,j miclot
2013,1070336,1544116,nicole vitullo
2013,1135906,1526119,m kauffman
2013,875320,1008848,i smith
2013,39368,47518,j giertz
2013,886744,1356857,karin eastham
2013,886744,1088856,d bradbury
2013,72444,946840,m dougherty
2013,810509,1429260,e rowinsky
2013,1034842,1526119,s sherwin
2013,1023024,1526119,s sherwin
2013,1100397,1159036,j patton
2013,906709,1138723,d winger
2013,882095,1110803,e rnst
2013,880771,1082038,j saxe
2013,917520,1274644,a vanlent
2013,721371,920148,d p king
2013,886163,1110803,d m
2013,1124105,1356576,m barrett
2013,318154,1505512,david baltimore
2013,1088856,1446847,joseph cook
2013,1034842,1293310,g lyons
2013,819050,914475,g lyons
2013,819050,1293310,g lyons
2013,914475,1293310,g lyons
2013,858803,914475,c nevinny
2013,1107332,1133869,p granadillo
2013,313143,890465,p granadillo
2013,313143,1133869,p granadillo
2013,890465,1133869,p granadillo
2013,831547,1444307,a maida
2013,855654,1140098,gregory perry
2013,885725,1544227,j capello
2013,1060736,1270073,srinivas akkaraju
2013,882104,1060736,j mclaughlin
2013,882104,1367083,j mclaughlin
2013,1060736,1367083,j mclaughlin
2013,882104,1183765,h selick
2013,883975,1178879,m mcglynn
2013,875320,1178879,m mcglynn
2013,353569,1037760,t brown
2013,835887,872589,c baker
2013,949858,1138723,j goldstein
2013,872589,1138723,j goldstein
2013,911216,934473,z horovitz
2013,882796,934473,z horovitz
2013,919722,1279704,j manuso
2013,97745,859737,e ullian
2013,97745,1136869,m casper
2013,864749,1110803,w h
2013,718937,881524,m logan
2013,1037649,1289340,w mills
2013,69499,350907,n dimick
2013,831547,1016169,a gueth;;r shrotriya
2013,721371,1235010,b downey
2013,864683,1537561,a rosenthal
2013,899923,1526119,s phanstiel
2013,80424,1110783,j moeller
2013,943819,1396814,g pace
2013,318154,320193,r sugar
2013,897448,1059784,j anderson
2013,19411,1175151,j rubin
2013,1142576,1426800,a altig;;mark auerbach
2013,1142576,1299139,a altig
2013,911216,1208261,a dunton
2013,911216,1124105,a dunton
2013,1800,1551152,g tilton
2013,200406,1090872,j cullen
2013,1008848,1090872,d lawrence
2013,1124105,1279704,s a hill
2013,911326,1070494,s biggar
2013,1108205,1133416,marc rubin
2013,350907,1407038,t harris
2013,1107332,1316175,bogdan dziurzynski
2013,1135906,1145197,sally crawford
2013,859737,1145197,sally crawford
2013,859737,1124140,sally crawford
2013,1316175,1544116,j healy
2013,897448,1544116,j healy
2013,897448,1293310,j healy
2013,897448,1087432,j healy;;l ekman
2013,1060736,1087432,daniel welch
2013,1114220,1340652,j feczko
2013,1062822,1333248,samuel barker
2013,1178670,1446847,m fanucci
2013,1178670,1235010,m fanucci
2013,946486,946840,john leone
2013,1022079,1136869,r hagemann
2013,1029142,1251769,d kisner
2013,1461993,1544116,d goldstein
2013,1100412,1158223,j orwin
2013,880771,1095981,r hawkins
2013,926617,1069530,p roddy
2013,1444307,1537561,avtar dhillon
2013,949699,1035267,e halvorson
2013,1034842,1037760,h renton
2013,897448,1145197,j zakrzewski
2013,806888,1047335,w adams
2013,897448,1030206,p o
2013,1029142,1061983,d gilbert
2013,1029142,1293310,d gilbert
2013,1061983,1293310,d gilbert
2013,1178670,1505512,j maraganore
2013,1088856,1344413,joseph turner
2013,1526119,1544227,c westphal
2013,1235010,1428522,elizabeth stoner
2013,1113784,1289340,e prystowsky
2013,806888,1289340,j keegan
2013,1183765,1492426,j bird
2013,1008848,1296391,l randall
2013,1326190,1368514,e richman
2013,1142576,1421204,p grebow
2013,1347178,1375200,m cola
2013,1158223,1436304,k leonard
2013,1382911,1466301,p mahaffy
2013,1357459,1421204,s ogilvie
2013,806888,1316175,p thompson
2014,3116,1299139,a graves
2014,1427925,1457612,s hoffman
2014,1399529,1457612,s hoffman
2014,884269,1457612,s hoffman
2014,908259,1578845,t howson
2014,835887,1070336,m kishbauch
2014,105319,819689,j chambers
2014,1325879,1526119,h termeer
2014,744218,1230355,t shannon
2014,1177648,1326732,b carter
2014,890465,912183,m bonney
2014,907562,1070494,mary gray
2014,10456,934473,w hockmeyer
2014,9892,64803,t white
2014,9892,1022079,t ring
2014,9892,1082554,t thompson
2014,9892,1095981,t thompson
2014,1082554,1095981,t thompson
2014,12208,921114,l drapeau
2014,12208,802724,l drapeau
2014,1178879,1412067,t love
2014,1178879,1293310,t love
2014,1107332,1461993,john johnson
2014,1479290,1594337,p gardner;;r eastman
2014,1048477,1492426,m grey
2014,718937,1048477,r meier
2014,886744,1293310,v lawlis
2014,886744,1048477,v lawlis
2014,912183,1325879,k bate
2014,912183,1048477,k bate
2014,1048477,1401708,william young
2014,1082554,1367644,l sullivan
2014,1053691,1178879,s barer
2014,1053691,1138776,s barer;;isaac blech
2014,1060736,1337553,d gryska
2014,1060736,1105533,d gryska
2014,1117480,1130591,ernest mario
2014,816284,885725,ernest mario
2014,816284,1130591,ernest mario
2014,885725,1130591,ernest mario
2014,721371,816284,c cox
2014,1183765,1367920,w jaeger
2014,1060736,1131324,f baker
2014,887247,1080709,t nova
2014,887247,1576263,craig johnson
2014,887247,920465,craig johnson
2014,1020214,1061027,d swisher
2014,883975,1061027,e bjerkholt
2014,313143,816956,b concannon
2014,1125345,1273636,a oronsky
2014,1125345,1491576,a oronsky
2014,1273636,1491576,a oronsky
2014,855683,1578845,j d
2014,1136869,1578845,p bisaro
2014,784199,1506492,j salveson
2014,1178670,1526119,j clarke
2014,1104506,1416792,d mcgirr
2014,858803,912183,m corrigan
2014,858803,1135906,m corrigan
2014,912183,1135906,m corrigan
2014,912183,1429560,l moulder
2014,912183,1491576,l moulder
2014,1429560,1491576,l moulder
2014,912183,1526119,a lawton
2014,883975,906709,r greer
2014,791908,1235010,p hutt
2014,791908,1385228,p hutt
2014,791908,1367920,p hutt
2014,1235010,1385228,p hutt
2014,1235010,1367920,p hutt
2014,899923,1399529,d langer
2014,200406,818479,m coleman
2014,818479,1296391,j miclot
2014,1434868,1544116,nicole vitullo
2014,1070336,1544116,nicole vitullo
2014,1503802,1526119,m kauffman
2014,1135906,1526119,m kauffman
2014,875320,1008848,i smith
2014,1311596,1438133,j treu
2014,39368,47518,j giertz
2014,1001316,1429260,m weiss
2014,886744,1088856,d bradbury
2014,72444,1429560,m dougherty
2014,810509,1429260,e rowinsky
2014,1034842,1526119,s sherwin
2014,819050,914475,s sherwin;;g lyons
2014,819050,1526119,s sherwin
2014,914475,1526119,s sherwin
2014,906709,1138723,d winger
2014,1035267,1375151,e rnst
2014,1035267,1156039,e rnst
2014,1035267,1110803,e rnst
2014,882095,1110803,e rnst
2014,72444,1130598,a vanlent
2014,1145460,1500157,b markison
2014,721371,920148,d p king
2014,920148,1267602,garheng kong
2014,1270073,1416792,j silverstein
2014,886163,1110803,d m
2014,59478,1349929,f prendergast
2014,1356576,1466301,m barrett
2014,318154,1505512,david baltimore
2014,1088856,1446847,joseph cook
2014,1042074,1571498,c goldfischer
2014,1035354,1108205,r martell
2014,1095981,1293310,g lyons
2014,1034842,1293310,g lyons
2014,819050,1293310,g lyons
2014,914475,1293310,g lyons
2014,914475,1280600,r pops
2014,914475,1571498,r pops
2014,1280600,1571498,r pops
2014,914475,1434316,t coughlin
2014,858803,914475,c nevinny
2014,313143,890465,p granadillo
2014,38074,1338095,pierre legault
2014,38074,1311596,pierre legault
2014,908259,1419600,f driscoll
2014,831547,1444307,a maida
2014,1010086,1356090,j kindler
2014,1060736,1270073,srinivas akkaraju
2014,882104,1060736,j mclaughlin
2014,882104,1367083,j mclaughlin
2014,1060736,1367083,j mclaughlin
2014,882104,1183765,h selick
2014,883975,1178879,m mcglynn
2014,875320,1178879,m mcglynn
2014,353569,1037760,t brown
2014,949858,1138723,j goldstein
2014,872589,1138723,j goldstein
2014,894158,1476963,jeffrey wolf
2014,911216,934473,z horovitz
2014,97745,859737,e ullian
2014,864749,1110803,w h
2014,100790,1321834,g moran
2014,1175505,1572552,f berger
2014,1060736,1572552,f berger
2014,1382911,1476963,l bock
2014,718937,881524,m logan
2014,881524,1157601,robert wilson
2014,1037649,1289340,w mills
2014,1037649,1061027,dayton misfeldt
2014,69499,350907,n dimick
2014,1013606,1237831,d lemaitre
2014,721371,1235010,b downey
2014,864683,1537561,a rosenthal
2014,899923,1526119,s phanstiel
2014,80424,1110783,j moeller
2014,943819,1396814,g pace
2014,771856,1208261,david sidransky
2014,771856,1100397,david sidransky
2014,318154,320193,r sugar
2014,19411,1175151,j rubin
2014,911216,1124105,a dunton
2014,924717,1180145,s ward
2014,1800,1551152,g tilton
2014,200406,1090872,j cullen
2014,1125345,1515673,m fust
2014,1061027,1515673,m fust
2014,1361248,1586049,michael steinmetz
2014,1124105,1279704,s a hill
2014,1124105,1535955,s a hill
2014,1279704,1535955,s a hill
2014,911326,1070494,s biggar
2014,1491576,1571498,b seidenberg
2014,1131324,1175505,f cohen
2014,1131324,1438133,f cohen
2014,1175505,1438133,f cohen
2014,911326,1270073,sanj patel
2014,1108205,1133416,marc rubin
2014,350907,1407038,t harris
2014,1107332,1316175,bogdan dziurzynski
2014,1061027,1107332,d stump
2014,1069308,1389545,g maderis
2014,1135906,1145197,sally crawford
2014,859737,1145197,sally crawford
2014,859737,1124140,sally crawford
2014,1293310,1316175,j healy
2014,897448,1316175,j healy
2014,897448,1563855,l ekman
2014,1429260,1533998,m hoenlein
2014,1114220,1340652,j feczko
2014,1062822,1333248,samuel barker
2014,1178670,1446847,m fanucci
2014,1178670,1235010,m fanucci
2014,1061983,1130591,wendell wierenga
2014,1061983,1274644,wendell wierenga
2014,1061983,1367920,wendell wierenga
2014,1130591,1274644,wendell wierenga
2014,1130591,1367920,r barrett;;j freund;;wendell wierenga
2014,1274644,1367920,wendell wierenga
2014,1029142,1054274,d johnson
2014,1054274,1070081,j zeldis
2014,810509,1054274,p karsen
2014,1235007,1544227,m kozin
2014,1338095,1346830,m vogelbaum
2014,1251769,1383701,d kisner
2014,1434868,1461993,d goldstein
2014,1100412,1416792,j orwin
2014,1100412,1158223,j orwin
2014,1060736,1416792,j orwin
2014,1060736,1158223,j orwin
2014,1100412,1576263,c baum
2014,858803,1311596,d podlesak
2014,19446,1493212,joseph cohen
2014,880771,1095981,r hawkins
2014,926617,1069530,p roddy
2014,789132,884624,maria sainz
2014,789132,1285550,maria sainz
2014,884624,1285550,maria sainz
2014,789132,1323885,s drake
2014,1444307,1537561,avtar dhillon
2014,1123494,1563665,d green
2014,1123494,1350653,r d
2014,350907,1415336,d grossman
2014,855683,1355250,b virchow
2014,849636,1583771,j sapirstein
2014,1034842,1037760,h renton
2014,897448,1145197,j zakrzewski
2014,897448,1280600,j zakrzewski
2014,1145197,1280600,j zakrzewski
2014,806888,1047335,w adams
2014,1060736,1515673,c siegall
2014,1010086,1318641,j antal
2014,1010086,1533998,a stern
2014,1124105,1318641,julia brown
2014,897448,1030206,p o
2014,897448,1578845,p o
2014,1030206,1578845,p o
2014,1178670,1293971,j maraganore
2014,1178670,1505512,j maraganore
2014,1178670,1439222,j maraganore
2014,1293971,1505512,j maraganore
2014,1293971,1439222,j maraganore
2014,1008848,1503802,b greene
2014,1436304,1563855,joseph turner
2014,1088856,1563855,joseph turner
2014,1088856,1344413,joseph turner
2014,1061983,1367083,s barbari
2014,1235007,1289340,f middleton
2014,1235010,1428522,elizabeth stoner
2014,806888,1289340,j keegan
2014,1183765,1492426,j bird
2014,1131543,1368514,s elms
2014,1008848,1296391,l randall
2014,1416792,1544116,ronald hunt
2014,1070081,1526119,richard aldrich
2014,1388320,1488039,r steinhart
2014,1326190,1368514,e richman
2014,1130591,1373707,j freund
2014,1367920,1373707,j freund
2014,1130591,1279704,p berns
2014,1267602,1399529,b halak
2014,1350653,1354217,l e h
2014,1311596,1461993,p neff
2014,1206942,1293971,d lynch
2014,1206942,1385228,d lynch
2014,1293971,1385228,d lynch
2014,1419600,1466301,p mahaffy
2014,1382911,1466301,p mahaffy
2014,822370,1349929,john pappajohn
2014,1357459,1421204,s ogilvie
2014,1424812,1497130,silberstein ungar
2014,806888,1576263,p thompson
2014,1302573,1416792,p hastings
2014,1375151,1403708,a rhoads
2014,1177648,1280600,g golumbeski
2014,1125345,1447028,kenneth galbraith
2015,3116,1299139,a graves
2015,1427925,1457612,s hoffman
2015,1399529,1457612,s hoffman
2015,884269,1457612,s hoffman
2015,1017491,1061983,sandford smith
2015,835887,1070336,m kishbauch
2015,105319,819689,j chambers
2015,1325879,1526119,h termeer
2015,744218,1447028,h conrad
2015,744218,821995,g elston
2015,744218,949699,richard van
2015,1177648,1326732,b carter
2015,799698,1424812,joseph rubinfeld
2015,907562,1070494,mary gray
2015,10456,934473,w hockmeyer
2015,9892,64803,t white
2015,9892,1022079,t ring
2015,9892,1095981,t thompson;;g naughton
2015,9892,1082554,t thompson
2015,1082554,1095981,t thompson
2015,12208,921114,l drapeau
2015,12208,802724,l drapeau
2015,1178879,1412067,t love
2015,1178879,1293310,t love
2015,1479290,1594337,p gardner;;r eastman
2015,1048477,1576263,m grey
2015,1048477,1492426,m grey
2015,718937,1048477,r meier
2015,886744,1512762,v lawlis
2015,1325879,1457612,k bate
2015,1325879,1571498,k bate
2015,1048477,1457612,k bate
2015,1048477,1571498,k bate
2015,1457612,1571498,k bate
2015,1048477,1401708,william young
2015,875320,1401708,william young
2015,1048477,1316175,b mueller
2015,1082554,1367644,l sullivan
2015,318154,920148,r s williams
2015,1117480,1130591,ernest mario
2015,885725,1130591,ernest mario
2015,1060736,1131324,f baker
2015,861838,1131324,j baker
2015,1036968,1235010,j sulat
2015,1036968,1537561,j sulat
2015,1235010,1537561,j sulat
2015,792977,1537561,j sulat
2015,1042074,1178253,e penhoet
2015,1347178,1597553,h pien;;m cola
2015,313143,816956,b concannon
2015,1175505,1557883,w ringo;;m mcdade
2015,1273636,1491576,a oronsky
2015,1136869,1578845,p bisaro
2015,1136869,1620602,p bisaro
2015,1578845,1620602,a r d;;p bisaro
2015,784199,1506492,j salveson
2015,1135906,1301501,s rocklage
2015,1178670,1235010,j clarke;;m fanucci
2015,1104506,1416792,d mcgirr
2015,1429560,1491576,l moulder
2015,1454189,1551693,r greer
2015,883975,1551693,r greer
2015,883975,906709,r greer
2015,899923,1399529,d langer
2015,200406,818479,m coleman
2015,1142596,1596783,g lucier
2015,1070336,1267813,nicole vitullo
2015,1503802,1526119,m kauffman
2015,875320,1008848,i smith
2015,1311596,1438133,j treu
2015,1311596,1341235,j treu
2015,39368,47518,j giertz
2015,1001316,1429260,m weiss
2015,886744,1088856,d bradbury
2015,886744,1496671,s molineaux
2015,1404281,1526119,t barberich
2015,1347178,1492426,h watkins
2015,1439222,1597553,k starr
2015,1178670,1597553,k starr
2015,1178670,1374690,k starr
2015,1429560,1517022,maxine gowen
2015,1070081,1281895,d southwell
2015,819050,1097149,g morrow
2015,861838,1253689,mark goldberg
2015,1347178,1609351,v milano
2015,861838,1609351,v milano
2015,791908,861838,k neu
2015,72444,1429560,m dougherty
2015,1434316,1505512,w rastetter
2015,914475,1401914,w rastetter
2015,1454189,1478121,p schneider
2015,810509,1429260,e rowinsky
2015,810509,1385228,e rowinsky
2015,1034842,1526119,s sherwin
2015,819050,914475,s sherwin;;g lyons
2015,819050,1526119,s sherwin
2015,914475,1526119,s sherwin
2015,906709,1138723,d winger
2015,882095,1110803,e rnst
2015,882095,1156039,e rnst
2015,1110803,1156039,e rnst
2015,72444,1130598,a vanlent
2015,1145460,1500157,b markison
2015,721371,920148,d p king
2015,920148,1267602,garheng kong
2015,1393434,1399529,b peacock
2015,886163,1110803,d m
2015,59478,1349929,f prendergast
2015,1437402,1571498,d mott
2015,1437402,1491576,d mott
2015,1356576,1466301,m barrett
2015,318154,1505512,david baltimore
2015,310764,1110783,w parfet
2015,1088856,1446847,joseph cook
2015,1042074,1571498,c goldfischer
2015,1095981,1293310,g lyons
2015,1095981,1438533,g lyons
2015,819050,1293310,g lyons
2015,819050,1438533,g lyons
2015,914475,1293310,g lyons
2015,914475,1438533,g lyons
2015,1293310,1438533,g lyons
2015,914475,1280600,r pops
2015,914475,1571498,r pops
2015,1280600,1571498,r pops
2015,914475,1434316,t coughlin
2015,911326,1070494,s biggar;;stephen r davis
2015,890465,1429560,francois nader
2015,890465,1280600,francois nader
2015,313143,890465,p granadillo
2015,1311596,1338095,pierre legault
2015,908259,1419600,f driscoll
2015,831547,1444307,a maida
2015,893949,1356090,c alvarez
2015,1157602,1374690,peter barrett
2015,1010086,1356090,j kindler
2015,1178670,1385228,a schulman
2015,1439222,1594864,marc tessier-lavigne
2015,1325879,1594864,a evnin
2015,1060736,1270073,srinivas akkaraju
2015,1060736,1459266,srinivas akkaraju
2015,1270073,1459266,srinivas akkaraju
2015,882104,1060736,j mclaughlin
2015,882104,1501756,j mclaughlin
2015,882104,1367083,j mclaughlin
2015,1060736,1501756,j mclaughlin
2015,1060736,1367083,j mclaughlin
2015,883975,1178879,m mcglynn
2015,875320,1178879,m mcglynn
2015,949858,1138723,j goldstein
2015,872589,1138723,j goldstein
2015,872589,885590,r ingram
2015,1157602,1301501,bryan roberts
2015,1157602,1415336,bryan roberts
2015,1301501,1415336,bryan roberts
2015,894158,1476963,jeffrey wolf
2015,949858,1394319,m mattingly
2015,1325879,1497130,m bailey
2015,1175505,1576263,w ringo
2015,1175505,1426800,w ringo
2015,1135906,1344413,j buchi
2015,97745,859737,e ullian
2015,100790,1321834,g moran
2015,1382911,1476963,l bock
2015,1375151,1476963,l bock
2015,875320,1280600,t kearney
2015,881524,1530766,s z
2015,815094,1010086,e rose
2015,811240,1271214,f moll
2015,811240,1090872,p clark
2015,1037649,1289340,w mills
2015,69499,350907,n dimick
2015,831547,895051,r shrotriya
2015,1013606,1237831,d lemaitre
2015,887359,1280600,k mclaughlin
2015,721371,1235010,b downey
2015,80424,1110783,j moeller
2015,943819,1396814,g pace
2015,1213037,1583771,g jacob;;j brancaccio
2015,771856,1541157,david sidransky
2015,771856,1100397,david sidransky
2015,318154,320193,r sugar
2015,911216,1124105,a dunton
2015,911216,1322505,a morris
2015,1374128,1444380,s mccormick
2015,1800,1551152,g tilton
2015,200406,1090872,j cullen
2015,1125345,1604464,m fust
2015,1125345,1557883,m fust
2015,1125345,1515673,m fust
2015,1510580,1600132,j peacock
2015,1124105,1279704,s a hill
2015,1124105,1535955,s a hill
2015,1279704,1535955,s a hill
2015,1019695,1401914,s kelley
2015,1571498,1604464,b seidenberg
2015,1491576,1604464,b seidenberg
2015,1131324,1175505,f cohen
2015,1131324,1438133,f cohen
2015,1131324,1217234,f cohen
2015,1175505,1438133,f cohen
2015,1175505,1217234,f cohen
2015,882796,1217234,f cohen
2015,911326,1270073,sanj patel
2015,1108205,1586049,j r tobin
2015,1108205,1133416,marc rubin
2015,350907,1407038,t harris
2015,1082038,1267813,jay shepard
2015,1069308,1389545,g maderis
2015,859737,1145197,sally crawford
2015,859737,1124140,sally crawford
2015,1597553,1600132,r nelsen
2015,1594864,1600132,r nelsen
2015,897448,1609351,l ekman
2015,897448,1563855,l ekman
2015,897448,1274644,l ekman
2015,1429260,1533998,m hoenlein
2015,1117480,1517022,r renaud
2015,1070081,1517022,r renaud
2015,1114220,1340652,j feczko
2015,1416792,1517022,john p butler
2015,1062822,1130166,samuel barker
2015,1178670,1446847,m fanucci
2015,1061983,1130591,wendell wierenga
2015,1061983,1274644,wendell wierenga
2015,1061983,1367920,wendell wierenga
2015,1130591,1274644,wendell wierenga
2015,1130591,1367920,r barrett;;j freund;;wendell wierenga
2015,1274644,1367920,wendell wierenga
2015,1157602,1385228,c rowland
2015,771856,1157602,r morris
2015,1135906,1446847,j mchugh
2015,1135906,1429560,j mchugh
2015,1029142,1054274,d johnson
2015,1054274,1070081,j zeldis
2015,810509,1054274,p karsen
2015,1042418,1535955,r ono
2015,1235007,1544227,m kozin
2015,1251769,1383701,d kisner
2015,1434868,1581720,d goldstein
2015,1434868,1461993,d goldstein
2015,1301501,1446847,c t walsh
2015,1100412,1416792,j orwin
2015,1060736,1416792,j orwin
2015,1100412,1576263,c baum
2015,1385818,1411906,gregory gould
2015,34956,1563855,g proehl
2015,1382911,1493566,b dovey
2015,1035354,1412486,phillip frost;;s rubin
2015,880771,1095981,r hawkins
2015,926617,1069530,p roddy
2015,789132,884624,maria sainz
2015,789132,1285550,maria sainz
2015,884624,1285550,maria sainz
2015,789132,1323885,s drake
2015,1444307,1537561,avtar dhillon
2015,1055726,1373707,n wysenski
2015,1123494,1563665,d green
2015,350907,1415336,d grossman
2015,1359931,1503802,g bohlin
2015,1359931,1373707,g bohlin
2015,1228627,1355250,b virchow
2015,1382911,1515673,m narachi
2015,1305253,1515673,m narachi
2015,849636,1583771,j sapirstein
2015,897448,1145197,j zakrzewski
2015,897448,1280600,j zakrzewski
2015,1145197,1280600,j zakrzewski
2015,806888,1047335,w adams
2015,1133416,1583648,steven prelack
2015,1034842,1583107,p ringrose
2015,1060736,1423824,c siegall
2015,1060736,1515673,c siegall
2015,1423824,1515673,c siegall
2015,1010086,1318641,j antal
2015,1010086,1582554,a stern
2015,1124105,1318641,julia brown
2015,897448,1030206,p o
2015,1117480,1328143,m demski
2015,1452575,1609351,s altschuler
2015,1029142,1396814,laura brege
2015,1029142,1070494,laura brege
2015,1178670,1439222,j maraganore
2015,1178670,1293971,j maraganore
2015,1008848,1503802,b greene
2015,1088856,1328143,d mahoney
2015,1436304,1563855,joseph turner
2015,1088856,1563855,joseph turner
2015,1088856,1344413,joseph turner
2015,1061983,1367083,s barbari
2015,1235007,1289340,f middleton
2015,806888,1289340,j keegan
2015,1070081,1544227,richard aldrich
2015,1388320,1488039,r steinhart
2015,1326190,1368514,e richman
2015,1130591,1484565,w harris
2015,1130591,1373707,j freund
2015,1367920,1373707,j freund
2015,1130591,1279704,p berns
2015,1344413,1437402,gordon ringold
2015,1267602,1399529,b halak
2015,1423824,1493566,p bisgaard;;heather preston
2015,1311596,1461993,p neff
2015,1178879,1437402,m raab
