Year,CIK 1,CIK 2,Interlocking Board Members
2019,1010086,1641489,p savas
2019,1027838,1603454,r nigon
2019,1117480,1328143,m demski
2019,1175505,1737953,kapil dhingra
2019,1434868,1711279,d janney
2019,1029142,1396814,laura brege
2019,1251769,1358762,r mcgaughy;;w mcclellan
2019,1494650,1739426,sriram venkataraman
2019,1262104,1290149,n glover
2019,1117480,1358403,james daly
2019,1117480,1159036,james daly
2019,1178670,1439222,j maraganore
2019,1008848,1503802,b greene
2019,1374690,1654151,p allen
2019,1088856,1328143,d mahoney
2019,1280600,1454789,jean george
2019,899460,1492426,j shannon
2019,1124105,1226616,jeff himawan
2019,1124105,1492426,jeff himawan
2019,1226616,1492426,jeff himawan
2019,1395937,1527599,r shea
2019,1339970,1466301,james blair
2019,1093557,1350653,q blackford
2019,1142596,1493566,v capps
2019,1368514,1587221,s elms
2019,1160308,1634432,matthew pauls
2019,1323885,1603756,m carrel
2019,1339469,1649904,todd foley
2019,1388320,1488039,r steinhart
2019,1388320,1720893,r steinhart
2019,1488039,1720893,r steinhart
2019,818686,1596783,r crane
2019,1461993,1722964,d gill
2019,1051514,1722964,d gill
2019,1360886,1396814,c reinhart
2019,1326190,1695357,wayne pisano
2019,1398733,1582554,j scibetta
2019,1035354,1444307,r ward
2019,1035354,1668243,r nussbaum
2019,1070336,1609809,k graves
2019,1610618,1641640,t schroeder
2019,1367644,1671584,fuad el-hibri;;d abdun-nabi;;zsolt harsanyi
2019,1367644,1590877,d abdun-nabi
2019,1158895,1607962,l jasinski
2019,1609351,1641640,s webster
2019,1158780,1533998,k gabbay
2019,1157601,1468748,richard s levy
2019,1267602,1399529,b halak
2019,1347178,1597553,m cola
2019,1350653,1560258,j tullis
2019,1348911,1566044,albert cha
2019,1322505,1457612,ronald cooper
2019,1423824,1493566,heather preston
2019,1178879,1437402,m raab
2019,1012477,1103021,kevin kotler
2019,1423824,1466301,r azelby
2019,1069308,1359931,hubert birner
2019,1419600,1466301,p mahaffy
2019,1626199,1698530,j venkatesan
2019,1357459,1421204,s ogilvie
2019,1358762,1658247,j nielsen
2019,1228627,1437402,r rodgers
2019,1422142,1597313,caley castelein
2019,1527599,1609550,c khuong
2019,1422142,1609550,c khuong
2019,1355250,1402737,p group
2019,1444307,1537561,p dhillon
2019,1437402,1681087,annalisa jenkins
2019,1438533,1604464,r baynes
2019,1427925,1505512,h rosen
2019,1427925,1479419,h rosen
2019,897448,1598646,j heek
2019,1325879,1563665,m dallas
2019,1576263,1634432,a davis
2019,1634432,1717452,a davis
2019,1346302,1370053,j schmid
2019,1375151,1493566,j breitmeyer
2019,1358403,1466301,r fair
2019,1574235,1583648,matthew sherman
2019,1126234,1583648,matthew sherman
2019,1192448,1479290,m foley
2019,1510487,1656328,j smither
2019,1544227,1604464,c gallagher
2019,1293971,1544227,m hedley
2019,1429560,1557883,j nunn
2019,1356576,1604950,j khattar
2019,1175505,1560241,g nicholson
2019,1270073,1649904,k gottesdiener
2019,1567514,1735438,j marcus
2019,1567514,1604464,j marcus
2019,921299,1567514,r riggs
2019,1439222,1714899,d schenkein
2019,1293971,1714899,d schenkein
2019,921299,1439222,maykin ho
2019,1650664,1690585,d scadden
2019,1439222,1690585,d scadden
2019,1459839,1595585,d bonita
2019,1578845,1620602,patricia haran;;donnan hurst
2019,1434316,1453687,a nashat
2019,1434316,1556263,a nashat
2019,1434316,1727196,a nashat
2019,1453687,1556263,a nashat
2019,1453687,1727196,a nashat;;t springer
2019,1339970,1556263,a nashat
2019,1339970,1727196,a nashat
2019,1556263,1727196,a nashat
2019,1478242,1652130,j leonard
2019,1305253,1509745,t dietz
2019,1399529,1674365,a koppel
2019,1399529,1517022,cynthia smith
2019,1359931,1517022,s canute
2019,1457612,1621227,ali behbahani
2019,1444380,1621227,ali behbahani
2019,1253689,1719406,s koenig
2019,1253689,1273636,s koenig
2019,1125345,1719406,s koenig
2019,1125345,1273636,s koenig
2019,1125345,1253689,scott jackson
2019,1302573,1496671,deepa pakianathan
2019,1302573,1423824,deepa pakianathan
2019,1070081,1582313,dawn svoronos
2019,1301501,1403752,k hillan
2019,1479290,1681087,p vickers
2019,1479290,1711279,j gangolli
2019,1636050,1679082,f torti
2019,1447028,1679082,f torti
2019,1679082,1740547,f torti
2019,1447028,1501989,j meyers
2019,1205922,1429560,barbara yanni
2019,1429560,1641640,c bourdow
2019,1273636,1515673,william aliski
2019,1326732,1468748,b dahiyat
2019,1434418,1640455,r tepper
2019,1434418,1624658,r tepper
2019,1273636,1636282,ivana magovcevic-liebisch
2019,1583648,1645460,p kiener
2019,1501756,1750019,m finer
2019,1638381,1709401,r pomerantz
2019,1271214,1444380,l earnhardt
2019,1501134,1689813,eric aguiar
2019,1494650,1598646,w doyle
2019,1339970,1374690,j hatfield
2019,1622229,1690585,bruce booth
2019,1622229,1681087,bruce booth
2019,1621221,1708493,g erbez
2019,1660334,1685071,paul manning;;sean stalfort
2019,1597264,1690585,j albers
2019,1370053,1597264,n lydon
2019,1597264,1679082,lynn seely
2019,1624658,1650664,a f
2019,1442836,1650664,a f
2019,1626971,1628738,s morrison
2019,1527599,1649904,e mathers
2019,1330436,1649904,e mathers
2019,1552451,1649904,d meeker
2019,1326110,1645460,b simon
2019,1377121,1420565,a shanafelt
2019,1377121,1718108,a shanafelt
2019,1377121,1636282,a shanafelt
2019,1420565,1718108,a shanafelt
2019,1420565,1636282,a shanafelt
2019,1395937,1724521,jennifer jarrett
2019,1395937,1628738,jennifer jarrett
2019,1510487,1674416,simeon george
2019,1169245,1539029,c thorp
2019,1626971,1656634,s krognes
2019,1169245,1714899,p klein
2019,1395937,1655759,b morrison
2019,1434418,1654151,s hoerter
2019,1442836,1724521,kristen hege
2019,1346302,1634432,jeffrey sherman
2019,1253176,1603756,geoff pardo
2019,1434418,1656634,peter svennilson
2019,1708493,1750019,patrick baeuerle
2019,1463361,1727196,k burow
2019,1205922,1718108,j goater
2020,1427925,1537917,s hoffman
2020,1399529,1537917,s hoffman
2020,898437,1401914,c blanchard
2020,1637761,1781983,j henneman
2020,1098972,1376339,t wright
2020,1217234,1330436,ralph snyderman
2020,1262104,1280776,t howson
2020,73290,1029142,f cano
2020,1177648,1576263,b carter
2020,873303,1636282,sandesh mahatme
2020,873303,1376339,r barry
2020,1178670,1690585,m bonney
2020,14272,873303,m bonney
2020,1357459,1673772,mary gray
2020,873303,1673772,mary gray
2020,921299,1539029,jeffrey l edwards
2020,12208,1539029,jeffrey l edwards
2020,12208,1459839,g hinckley
2020,881524,1567892,d norton
2020,1048477,1426800,a lewis
2020,1492426,1576263,m grey
2020,1492426,1759425,m grey
2020,1048477,1576263,m grey
2020,1048477,1759425,m grey
2020,1576263,1759425,m grey
2020,1048477,1271214,r meier
2020,886744,1512762,v lawlis
2020,1157601,1325879,k bate
2020,1157601,1457612,k bate
2020,1157601,1571498,k bate
2020,1325879,1457612,k bate
2020,1325879,1571498,k bate
2020,1457612,1571498,k bate
2020,875320,1401708,william young
2020,1442836,1609809,w dere
2020,1428522,1609809,w dere;;k graves
2020,1048477,1609809,w dere
2020,1668243,1724521,k falberg
2020,1595585,1724521,k falberg
2020,1048477,1674365,r hombach
2020,1048477,1104506,e anderson
2020,792977,1727196,e myles
2020,1228627,1720580,l sullivan
2020,1228627,1707502,l sullivan
2020,1228627,1367644,l sullivan
2020,1621227,1718108,elliott sigal
2020,14272,917520,p arduini
2020,721371,1453687,c cox
2020,891293,1759425,laurent fischer
2020,891293,1419041,d parkinson
2020,891293,1633932,d parkinson
2020,1419041,1633932,f berger;;d parkinson
2020,1576263,1717452,craig johnson;;a davis
2020,1020214,1088856,d swisher
2020,313927,818479,j vergis
2020,1640266,1680581,j geraghty
2020,861838,1583648,j geraghty
2020,861838,1680581,j geraghty
2020,1583648,1680581,j geraghty
2020,1563880,1649904,e mathers;;j good
2020,816956,1180145,m aronson
2020,1574235,1661998,s gillis
2020,25743,1650664,c collins
2020,1479290,1567892,a russell
2020,1444192,1620602,j d
2020,1444192,1578845,j d
2020,784199,1506492,j salveson
2020,1339970,1419041,p schimmel
2020,1178670,1419041,p schimmel
2020,1104506,1566044,d mcgirr
2020,1104506,1501697,d mcgirr
2020,818479,1560241,w deese
2020,1142596,1596783,g lucier
2020,1492426,1698530,t walbert
2020,1503802,1526119,m kauffman
2020,1503802,1645666,m kauffman
2020,1526119,1645666,m kauffman
2020,792977,1706431,r perez
2020,792977,1374690,r perez
2020,899866,1157601,p friedman
2020,1001316,1429260,m weiss
2020,1136869,1156039,g boudreaux
2020,1069308,1517022,j amello
2020,1012477,1582554,e ende
2020,835887,1582554,e ende
2020,886744,1130166,r spiegel
2020,1463361,1645666,graham cooper
2020,1270073,1447362,d bradbury
2020,886744,1496671,s molineaux
2020,886744,1583107,s molineaux
2020,1496671,1583107,s molineaux
2020,1117480,1580149,michael sherman
2020,1526119,1703647,t barberich
2020,1245791,1703647,t barberich
2020,1022079,1679082,m guinan
2020,1124105,1180145,a lawlor
2020,1347178,1492426,h watkins
2020,1517022,1557746,maxine gowen
2020,861838,1429560,m dougherty;;maxine gowen
2020,886163,1374690,j lamattina
2020,914475,1097149,g morrow
2020,861838,1253689,mark goldberg
2020,861838,1557746,v milano
2020,861838,1267813,m dougherty
2020,1434316,1505512,w rastetter
2020,914475,1401914,w rastetter
2020,1429260,1526119,e rowinsky
2020,914475,1435049,s sherwin
2020,203527,906709,j e r
2020,917520,1637761,keith bradley
2020,72444,1273636,a vanlent
2020,917520,1781983,c schade
2020,917520,1596783,d morel
2020,1267602,1634432,garheng kong
2020,815094,1145197,m minogue
2020,937556,1649904,d j
2020,1285819,1615219,a hanish
2020,1173281,1349929,f prendergast
2020,1437402,1571498,d mott;;r bazemore
2020,1437402,1621227,d mott
2020,1571498,1621227,d mott
2020,1055726,1126234,l zoth
2020,1055726,1403752,l zoth
2020,1126234,1403752,l zoth
2020,318154,1356090,fred hassan
2020,1385818,1534120,s boyd
2020,1372514,1373707,keith maher;;s boyd
2020,1372514,1534120,s boyd
2020,72444,1373707,keith maher;;s boyd
2020,72444,1534120,s boyd
2020,1373707,1534120,s boyd
2020,882361,1169245,c loewy
2020,882361,1042074,c loewy
2020,1551693,1656634,n simon
2020,1035354,1488039,g weaver
2020,819050,914475,g lyons
2020,819050,1404281,g lyons
2020,819050,1438533,g lyons
2020,914475,1404281,g lyons
2020,914475,1438533,g lyons
2020,1404281,1438533,g lyons
2020,914475,1571498,r pops
2020,1339970,1434316,t coughlin
2020,1339970,1438533,t coughlin
2020,1434316,1438533,t coughlin
2020,1142596,1655759,l norwalk
2020,1013606,1655759,l norwalk
2020,914475,1655759,l norwalk
2020,19411,1655759,l norwalk
2020,1357874,1382101,shalini sharp
2020,1357874,1515673,shalini sharp
2020,1382101,1515673,shalini sharp
2020,1280600,1714798,francois nader
2020,899866,1714798,francois nader
2020,1395937,1740547,pierre legault
2020,1262104,1645460,f driscoll
2020,1262104,1279704,f driscoll
2020,1262104,1326110,f driscoll;;cheryl cohen
2020,1279704,1326110,f driscoll
2020,893949,1356090,c alvarez
2020,31791,1374690,peter barrett
2020,1271214,1609550,d mead
2020,1010086,1793294,j kindler
2020,1010086,1356090,j kindler
2020,1178670,1609809,d ausiello
2020,1178670,1755237,a schulman
2020,78003,1792044,margaret madden
2020,1270073,1556263,srinivas akkaraju
2020,882104,1041024,j mclaughlin
2020,882104,1367083,j mclaughlin
2020,1041024,1367083,j mclaughlin
2020,875320,1178879,m mcglynn
2020,872589,1138723,j goldstein
2020,872589,1751299,b bassler
2020,921114,1762303,jeremy cook
2020,894158,1476963,jeffrey wolf
2020,1576280,1626971,i clark
2020,1439222,1626971,i clark
2020,949858,1394319,m mattingly
2020,1022079,1597313,g wilensky
2020,1552451,1676725,w yarno
2020,1552451,1629137,w yarno;;mark perry
2020,1055726,1676725,w yarno
2020,1055726,1629137,w yarno
2020,100790,1279695,m heinberg
2020,1322505,1579428,r jeffs
2020,1445283,1645666,f berger
2020,1445283,1633932,f berger
2020,1445283,1532346,f berger
2020,1175505,1419041,f berger
2020,1175505,1633932,f berger
2020,1175505,1532346,f berger
2020,1419041,1532346,f berger
2020,875320,1280600,t kearney
2020,881524,1692830,t king
2020,1285819,1707502,r shah
2020,1285819,1692830,r shah
2020,1285819,1701541,r shah
2020,1285819,1731831,r shah
2020,1285819,1481512,r shah
2020,1285819,1479419,r shah
2020,1707502,1731831,r shah
2020,1692830,1701541,r shah
2020,1692830,1731831,r shah
2020,1701541,1731831,r shah
2020,1597553,1771917,steven paul;;j jonas
2020,1069530,1706431,saira ramasastry
2020,1069530,1551986,saira ramasastry
2020,897448,1339469,j thero;;d stack
2020,792977,1604464,w heiden
2020,859737,885725,c dockendorff;;s macmillan
2020,1679082,1783183,t curran
2020,1574235,1640266,m higgins
2020,1457612,1640266,m higgins
2020,831547,1603756,raymond cohen
2020,1013606,1321732,t wilder
2020,730272,1560241,g muir
2020,1178253,1235010,s gilman
2020,1178253,1517022,s gilman
2020,1235010,1517022,s gilman
2020,887359,1280600,k mclaughlin
2020,921299,1159036,jeffrey henderson
2020,10795,1159036,jeffrey henderson
2020,721371,1235010,b downey
2020,1639691,1653087,a rosenthal
2020,899923,1178670,c reitan
2020,943819,1136869,michael farrell
2020,704562,1023024,patrick walsh
2020,704562,1351288,c mackey
2020,899866,1515673,d dunsire
2020,1213037,1582249,j brancaccio
2020,1213037,1583771,g jacob;;j brancaccio;;thomas adams
2020,1582249,1583771,j brancaccio
2020,318154,320193,r sugar
2020,1059784,1804585,joseph m name;;joseph moscato;;craig eagle;;b mcgee
2020,911216,1410098,a dunton
2020,911216,1590750,a morris
2020,924717,1609550,s mccormick
2020,924717,1444380,s mccormick
2020,1125345,1604464,m fust
2020,1125345,1515673,m fust
2020,1279704,1535955,s a hill
2020,1447028,1724344,d hastings
2020,10456,1651308,t chen
2020,1551306,1604464,b seidenberg
2020,819050,882796,g abercrombie
2020,1551306,1652130,f cohen
2020,882796,1438533,stephen aselage
2020,1108205,1133416,marc rubin
2020,1108205,1419041,l kunkel
2020,1653087,1755237,t mcguire
2020,1125345,1590877,d stump
2020,1055726,1434868,jay shepard
2020,1099800,1760173,n valeriani
2020,895051,946486,j huang
2020,859737,1145197,sally crawford
2020,1478320,1571498,k conroy
2020,1124140,1571498,k conroy
2020,1124140,1679082,kathleen sebelius
2020,939767,1061983,c h j
2020,1228627,1279704,d swirsky
2020,1706431,1714899,r nelsen
2020,1706431,1771917,r nelsen
2020,1714899,1771917,r nelsen
2020,1579428,1679082,m potter
2020,1579428,1740547,m potter
2020,1679082,1740547,m potter
2020,1104506,1582313,clarissa desjardins
2020,1512762,1771917,j healy
2020,1512762,1722964,j healy
2020,897448,1515673,l ekman
2020,1429260,1651407,l rosenwald
2020,1117480,1693415,r meyer;;r renaud
2020,1517022,1621443,john p butler
2020,1563880,1689813,m heffernan
2020,1517022,1689813,m heffernan
2020,1420565,1517022,j morrison
2020,855654,1517022,m enyedy
2020,1062822,1130166,samuel barker
2020,1178670,1556263,m fanucci
2020,1000694,1341235,richard douglas
2020,1000694,1253689,rachel king
2020,1330436,1557142,a kirsch
2020,1330436,1560241,s rudnick
2020,1597264,1607678,c rowland
2020,1597264,1641640,c rowland
2020,1607678,1641640,c rowland;;s webster
2020,1070081,1530766,j zeldis
2020,1640455,1652130,p karsen
2020,1042418,1535955,r ono
2020,1729427,1746466,j keyes
2020,1587221,1626971,linda grais
2020,1587221,1613859,linda grais
2020,1022079,1159036,h torley
2020,1029142,1621443,d kisner
2020,1029142,1383701,d kisner
2020,1173281,1368514,d goldstein;;e richman
2020,897448,1177648,kristine peterson
2020,1446847,1526119,g consylman
2020,1178879,1235010,c wheeler
2020,1034842,1395937,k katkin
2020,1034842,1404281,k katkin
2020,1395937,1404281,k katkin
2020,19446,1323885,k prange
2020,19446,1444380,k prange
2020,1323885,1444380,k prange
2020,1035354,1412486,s rubin
2020,1674365,1783183,j topper
2020,1626199,1783183,j topper
2020,1370053,1783183,j topper
2020,1370053,1624658,j topper
2020,1498382,1540159,l johnson
2020,1498382,1717452,l johnson
2020,1498382,1551986,l johnson
2020,920465,1540159,l johnson
2020,920465,1717452,l johnson
2020,920465,1551986,l johnson
2020,1540159,1717452,l johnson
2020,1540159,1551986,l johnson
2020,1034842,1454789,g lapointe
2020,1125345,1622229,k ferrante
2020,1285550,1323885,b johnson
2020,1016169,1280600,karen smith
2020,791908,1192448,t burns
2020,1358762,1625101,m soni
2020,1270073,1624658,gino santini
2020,1270073,1492426,gino santini
2020,849636,1583771,a lippa
2020,1093557,1697532,j skyler
2020,1156039,1576280,bahija jallal
2020,1370053,1403752,h renton
2020,882291,1401914,sabrina johnson
2020,1262104,1422142,cheryl cohen
2020,1262104,1404281,cheryl cohen
2020,1701541,1750019,g menzel
2020,1636651,1640455,b duncan
2020,897448,1280600,j zakrzewski
2020,1454789,1621221,j beck
2020,1454789,1460702,j beck
2020,874015,1509745,joseph loscalzo
2020,874015,1582313,michael hayden
2020,1010086,1641489,p savas
2020,1533998,1582554,a stern
2020,1027838,1603454,r nigon
2020,1117480,1328143,m demski
2020,1175505,1737953,kapil dhingra
2020,1434868,1711279,d janney
2020,1396814,1759425,laura brege
2020,1251769,1358762,r mcgaughy;;w mcclellan
2020,1494650,1739426,sriram venkataraman
2020,1262104,1290149,n glover
2020,1157601,1358403,james daly
2020,1157601,1159036,james daly
2020,1169245,1771917,e harrigan
2020,1178670,1439222,j maraganore
2020,1008848,1503802,b greene
2020,1374690,1654151,p allen
2020,1178670,1771917,steven paul
2020,1088856,1328143,d mahoney
2020,1162461,1692830,t o
2020,1162461,1350653,d h mowry
2020,719135,1076682,m baylor-henry
2020,1479290,1734517,chris nolet
2020,899460,1492426,j shannon
2020,899460,1651308,a hooper
2020,1124105,1226616,jeff himawan
2020,1124105,1492426,jeff himawan
2020,1226616,1492426,jeff himawan
2020,1395937,1527599,r shea
2020,1339970,1466301,james blair
2020,1093557,1350653,q blackford
2020,1142596,1493566,v capps
2020,1094038,1368514,s elms
2020,1094038,1587221,s elms
2020,1368514,1587221,s elms
2020,1323885,1603756,m carrel
2020,1628171,1690585,a borisy
2020,1597264,1690585,a borisy;;j albers
2020,1339469,1649904,todd foley
2020,1388320,1488039,r steinhart
2020,1388320,1720893,r steinhart
2020,1488039,1720893,r steinhart
2020,818686,1596783,r crane
2020,1051514,1530766,s navarro
2020,1051514,1722964,d gill
2020,1051514,1634432,d gill
2020,1326190,1695357,wayne pisano
2020,1459839,1645113,j hilleman
2020,1398733,1582554,j scibetta
2020,1035354,1668243,r nussbaum
2020,1035354,1714798,r nussbaum
2020,1668243,1714798,r nussbaum
2020,1676725,1711754,t schroeder
2020,1628171,1641640,t schroeder
2020,1628171,1711754,t schroeder
2020,1493566,1610618,t schroeder
2020,1493566,1641640,t schroeder
2020,1493566,1711754,t schroeder
2020,1610618,1641640,t schroeder
2020,1610618,1711754,t schroeder
2020,1641640,1711754,t schroeder
2020,1367644,1671584,fuad el-hibri;;zsolt harsanyi
2020,1158895,1607962,l jasinski
2020,1158780,1533998,k gabbay
2020,1157601,1468748,richard s levy
2020,1350653,1560258,j tullis
2020,1544227,1740547,j hindman
2020,1138723,1740547,j hindman
2020,1322505,1457612,ronald cooper
2020,1724344,1771917,heather preston
2020,1178879,1437402,m raab
2020,810509,1607678,s rouan
2020,1069308,1478320,m griffin
2020,1419600,1466301,p mahaffy
2020,1626199,1698530,j venkatesan
2020,1376339,1729427,c evans
2020,855683,1092662,n goldman
2020,1228627,1437402,r rodgers
2020,1422142,1597313,caley castelein
2020,1527599,1661059,c khuong
2020,1527599,1609550,c khuong
2020,1422142,1609550,c khuong
2020,1437402,1681087,annalisa jenkins
2020,1438533,1604464,r baynes
2020,1427925,1505512,h rosen
2020,1427925,1479419,h rosen
2020,897448,1598646,j heek
2020,1325879,1641631,erick lucera
2020,1626971,1714798,p thompson
2020,1576263,1660334,a davis
2020,1346302,1370053,j schmid
2020,1375151,1493566,j breitmeyer
2020,1358403,1466301,r fair
2020,1126234,1583648,matthew sherman
2020,1192448,1459839,m foley
2020,1192448,1479290,m foley
2020,1459839,1479290,m foley
2020,1574774,1793294,c hill
2020,1544227,1604464,c gallagher
2020,1356576,1604950,j khattar
2020,1175505,1560241,g nicholson
2020,1270073,1649904,k gottesdiener
2020,1270073,1341235,nancy miller-rich
2020,1583107,1655759,l alsup
2020,1567514,1735438,j marcus
2020,1567514,1697532,j marcus
2020,1567514,1703647,j marcus
2020,1697532,1703647,j marcus
2020,921299,1567514,r riggs
2020,1439222,1714899,d schenkein
2020,1293971,1714899,d schenkein
2020,921299,1439222,maykin ho
2020,1650664,1690585,d scadden
2020,1439222,1690585,d scadden
2020,1578845,1620602,patricia haran;;donnan hurst
2020,1556263,1727196,a nashat
2020,1434316,1453687,a nashat
2020,1434316,1727196,a nashat
2020,1453687,1727196,a nashat
2020,1478242,1652130,j leonard
2020,1510487,1724521,patrick machado
2020,1117480,1724521,patrick machado
2020,1305253,1509745,t dietz
2020,1399529,1674365,a koppel
2020,1399529,1517022,cynthia smith
2020,1290149,1750019,a allen
2020,1290149,1656634,a allen
2020,1290149,1571498,a allen
2020,1359931,1434418,scott braunstein
2020,1359931,1434868,scott braunstein
2020,1359931,1429560,scott braunstein
2020,1434418,1434868,scott braunstein
2020,1267813,1429560,scott braunstein
2020,1434316,1496323,michael lee
2020,1419600,1692830,heath lukatch
2020,1457612,1621227,ali behbahani
2020,1253689,1719406,s koenig
2020,1253689,1273636,s koenig
2020,1125345,1719406,s koenig
2020,1125345,1273636,s koenig
2020,1125345,1253689,scott jackson
2020,1070081,1582313,dawn svoronos
2020,1626199,1759425,christopher peetz
2020,1659323,1759425,p heron
2020,1479290,1681087,p vickers
2020,1479290,1711279,j gangolli
2020,1479290,1649989,j gangolli
2020,1636050,1764013,atul pande;;eric venker;;f torti
2020,1447028,1764013,eric venker;;f torti
2020,1447028,1501989,j meyers
2020,1205922,1662524,barbara yanni
2020,1205922,1429560,barbara yanni
2020,1429560,1641640,c bourdow
2020,1501697,1515673,william aliski
2020,1273636,1515673,william aliski
2020,1326732,1468748,b dahiyat
2020,1434418,1640455,r tepper
2020,1434418,1624658,r tepper
2020,1574235,1651311,m iwicki
2020,1479419,1651311,m iwicki
2020,1273636,1636282,ivana magovcevic-liebisch
2020,1583648,1645460,p kiener
2020,1404644,1708493,j drachman
2020,1404644,1496671,j drachman
2020,1478320,1604464,e dobmeier
2020,1494650,1598646,w doyle
2020,1253176,1397702,e weatherman
2020,1253176,1444380,e weatherman
2020,1397702,1444380,e weatherman
2020,1339970,1374690,j hatfield
2020,1622229,1690585,bruce booth
2020,1622229,1681087,bruce booth
2020,1597264,1679082,lynn seely
2020,1650664,1727196,a vaishnaw
2020,1012477,1667633,m mccamish
2020,1527599,1563880,e mathers
2020,1527599,1649904,e mathers
2020,1527599,1759425,e mathers
2020,1563880,1759425,e mathers
2020,1649904,1759425,e mathers
2020,1552451,1649904,d meeker
2020,1326110,1645460,b simon
2020,1631574,1692830,ken takanashi
2020,1636050,1771917,atul pande
2020,1764013,1771917,atul pande
2020,1395937,1724521,jennifer jarrett
2020,1510487,1674416,simeon george
2020,1169245,1539029,c thorp
2020,1626971,1656634,s krognes
2020,1639691,1762303,damien mcdonald
2020,1566373,1714899,p klein
2020,1169245,1714899,p klein
2020,1395937,1661059,b morrison
2020,1395937,1655759,b morrison
2020,1659617,1729427,john climaco
2020,1434418,1654151,s hoerter
2020,1346302,1634432,jeffrey sherman
2020,1676725,1724521,terry rosen
2020,1463361,1532346,d lacey
2020,1633070,1694665,d r epstein
2020,1708493,1750019,patrick baeuerle
2020,1510487,1668243,s tomasello
2020,1463361,1706431,k burow
2020,1463361,1727196,k burow
2020,1706431,1727196,k burow
2020,1205922,1718108,j goater
